DATE,WEB_NAME,NETWORK,DEVICE_TYPE,OPERATING_SYSTEM,GENDER,AGE_GROUP,KRAJ,IMPRESSIONS,CLICKS,CONVERSIONS,CONVERSION_VALUE,MONEY
2026-08-13,Poštovna.cz,context,Desktop,,Žena,Neznámý,Moravskoslezský kraj,99,0,0,0.0,0.22
2026-08-13,Poštovna.cz,context,Tv,Tizen,Žena,Neznámý,Hlavní město Praha,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Tv,Tizen,Žena,Neznámý,Středočeský kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Tv,Tizen,Žena,Neznámý,Jihočeský kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Tv,Tizen,Žena,Neznámý,Plzeňský kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Tv,Tizen,Žena,Neznámý,Karlovarský kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Tv,Tizen,Žena,Neznámý,Ústecký kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Tv,Tizen,Žena,Neznámý,Liberecký kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Tv,Tizen,Žena,Neznámý,Královéhradecký kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Tv,Tizen,Žena,Neznámý,Pardubický kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Tv,Tizen,Žena,Neznámý,Kraj Vysočina,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Tv,Tizen,Žena,Neznámý,Jihomoravský kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Tv,Tizen,Žena,Neznámý,Olomoucký kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Tv,Tizen,Žena,Neznámý,Zlínský kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Tv,Tizen,Žena,Neznámý,Moravskoslezský kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Console,Android,Žena,60+,Hlavní město Praha,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Console,Android,Žena,60+,Středočeský kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Console,Android,Žena,60+,Jihočeský kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Console,Android,Žena,60+,Plzeňský kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Console,Android,Žena,60+,Karlovarský kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Console,Android,Žena,60+,Ústecký kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Console,Android,Žena,60+,Liberecký kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Console,Android,Žena,60+,Královéhradecký kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Console,Android,Žena,60+,Pardubický kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Console,Android,Žena,60+,Kraj Vysočina,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Console,Android,Žena,60+,Jihomoravský kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Console,Android,Žena,60+,Olomoucký kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Console,Android,Žena,60+,Zlínský kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,Console,Android,Žena,60+,Moravskoslezský kraj,1,0,0,0.0,0.0
2026-08-13,Poštovna.cz,context,SmartPhone,Android,Žena,18 - 24,Hlavní město Praha,430,1,0,0.0,5.5
2026-08-13,Poštovna.cz,context,SmartPhone,Android,Žena,18 - 24,Středočeský kraj,1020,2,0,0.0,13.04
2026-08-13,Poštovna.cz,context,SmartPhone,Android,Žena,18 - 24,Jihočeský kraj,1421,1,0,0.0,18.17
2026-08-13,Poštovna.cz,context,SmartPhone,Android,Žena,18 - 24,Plzeňský kraj,512,0,0,0.0,6.55
2026-08-13,Poštovna.cz,context,SmartPhone,Android,Žena,18 - 24,Karlovarský kraj,198,2,0,0.0,2.53
2026-08-13,Poštovna.cz,context,SmartPhone,Android,Žena,18 - 24,Ústecký kraj,748,0,0,0.0,9.56
2026-08-13,Poštovna.cz,context,SmartPhone,Android,Žena,18 - 24,Liberecký kraj,1306,2,0,0.0,16.7
2026-08-13,Poštovna.cz,context,SmartPhone,Android,Žena,18 - 24,Královéhradecký kraj,189,1,0,0.0,2.42
2026-08-13,Poštovna.cz,context,SmartPhone,Android,Žena,18 - 24,Pardubický kraj,1038,3,0,0.0,13.27
2026-08-13,Poštovna.cz,context,SmartPhone,Android,Žena,18 - 24,Kraj Vysočina,351,0,0,0.0,4.49
2026-08-13,Poštovna.cz,context,SmartPhone,Android,Žena,18 - 24,Jihomoravský kraj,480,1,0,0.0,6.14
2026-08-13,Poštovna.cz,context,SmartPhone,Android,Žena,18 - 24,Olomoucký kraj,204,0,0,0.0,2.61
2026-08-13,Poštovna.cz,context,SmartPhone,Android,Žena,18 - 24,Zlínský kraj,135,0,0,0.0,1.73
2026-08-13,Poštovna.cz,context,SmartPhone,Android,Žena,18 - 24,Moravskoslezský kraj,224,0,0,0.0,2.86
2026-08-14,Baráky.cz,context,SmartPhone,,Neznámý,Neznámý,Hlavní město Praha,960,0,0,0.0,4.19
2026-08-14,Baráky.cz,context,SmartPhone,,Neznámý,Neznámý,Středočeský kraj,63,0,0,0.0,0.28
2026-08-14,Baráky.cz,context,SmartPhone,,Neznámý,Neznámý,Jihočeský kraj,283,1,0,0.0,1.24
2026-08-14,Baráky.cz,context,SmartPhone,,Neznámý,Neznámý,Plzeňský kraj,942,0,0,0.0,4.11
2026-08-14,Baráky.cz,context,SmartPhone,,Neznámý,Neznámý,Karlovarský kraj,705,0,0,0.0,3.08
2026-08-14,Baráky.cz,context,SmartPhone,,Neznámý,Neznámý,Ústecký kraj,459,0,0,0.0,2.0
2026-08-14,Baráky.cz,context,SmartPhone,,Neznámý,Neznámý,Liberecký kraj,985,1,0,0.0,4.3
2026-08-14,Baráky.cz,context,SmartPhone,,Neznámý,Neznámý,Královéhradecký kraj,416,0,0,0.0,1.82
2026-08-14,Baráky.cz,context,SmartPhone,,Neznámý,Neznámý,Pardubický kraj,2649,1,0,0.0,11.57
2026-08-14,Baráky.cz,context,SmartPhone,,Neznámý,Neznámý,Kraj Vysočina,530,1,0,0.0,2.31
2026-08-14,Baráky.cz,context,SmartPhone,,Neznámý,Neznámý,Jihomoravský kraj,83,0,0,0.0,0.36
2026-08-14,Baráky.cz,context,SmartPhone,,Neznámý,Neznámý,Olomoucký kraj,315,0,0,0.0,1.38
2026-08-14,Baráky.cz,context,SmartPhone,,Neznámý,Neznámý,Zlínský kraj,524,0,0,0.0,2.29
2026-08-14,Baráky.cz,context,SmartPhone,,Neznámý,Neznámý,Moravskoslezský kraj,52,0,0,0.0,0.23
2026-08-14,Baráky.cz,context,Tv,,Muž,25 - 39,Hlavní město Praha,1,0,0,0.0,0.0
2026-08-14,Baráky.cz,context,Tv,,Muž,25 - 39,Středočeský kraj,1,0,0,0.0,0.0
2026-08-14,Baráky.cz,context,Tv,,Muž,25 - 39,Jihočeský kraj,1,0,0,0.0,0.0
2026-08-14,Baráky.cz,context,Tv,,Muž,25 - 39,Plzeňský kraj,1,0,0,0.0,0.0
2026-08-14,Baráky.cz,context,Tv,,Muž,25 - 39,Karlovarský kraj,1,0,0,0.0,0.0
2026-08-14,Baráky.cz,context,Tv,,Muž,25 - 39,Ústecký kraj,1,0,0,0.0,0.0
2026-08-14,Baráky.cz,context,Tv,,Muž,25 - 39,Liberecký kraj,1,0,0,0.0,0.0
2026-08-14,Baráky.cz,context,Tv,,Muž,25 - 39,Královéhradecký kraj,1,0,0,0.0,0.0
2026-08-14,Baráky.cz,context,Tv,,Muž,25 - 39,Pardubický kraj,1,0,0,0.0,0.0
2026-08-14,Baráky.cz,context,Tv,,Muž,25 - 39,Kraj Vysočina,1,0,0,0.0,0.0
2026-08-14,Baráky.cz,context,Tv,,Muž,25 - 39,Jihomoravský kraj,1,0,0,0.0,0.0
2026-08-14,Baráky.cz,context,Tv,,Muž,25 - 39,Olomoucký kraj,1,0,0,0.0,0.0
2026-08-14,Baráky.cz,context,Tv,,Muž,25 - 39,Zlínský kraj,1,0,0,0.0,0.0
2026-08-14,Baráky.cz,context,Tv,,Muž,25 - 39,Moravskoslezský kraj,1,0,0,0.0,0.0
2026-08-14,Baráky.cz,context,Desktop,Windows,Žena,Neznámý,Hlavní město Praha,13290,4,0,0.0,45.32
2026-08-14,Baráky.cz,context,Desktop,Windows,Žena,Neznámý,Středočeský kraj,8363,4,0,0.0,28.52
2026-08-14,Baráky.cz,context,Desktop,Windows,Žena,Neznámý,Jihočeský kraj,10556,2,0,0.0,35.99
2026-08-14,Baráky.cz,context,Desktop,Windows,Žena,Neznámý,Plzeňský kraj,6639,7,0,0.0,22.64
2026-08-14,Baráky.cz,context,Desktop,Windows,Žena,Neznámý,Karlovarský kraj,1242,0,0,0.0,4.23
2026-08-14,Baráky.cz,context,Desktop,Windows,Žena,Neznámý,Ústecký kraj,1257,0,0,0.0,4.29
2026-08-14,Baráky.cz,context,Desktop,Windows,Žena,Neznámý,Liberecký kraj,1898,0,0,0.0,6.47
2026-08-14,Baráky.cz,context,Desktop,Windows,Žena,Neznámý,Královéhradecký kraj,7737,1,0,0.0,26.38
2026-08-14,Baráky.cz,context,Desktop,Windows,Žena,Neznámý,Pardubický kraj,10225,6,0,0.0,34.86
2026-08-14,Baráky.cz,context,Desktop,Windows,Žena,Neznámý,Kraj Vysočina,4658,2,0,0.0,15.88
2026-08-14,Baráky.cz,context,Desktop,Windows,Žena,Neznámý,Jihomoravský kraj,2662,0,0,0.0,9.08
2026-08-14,Baráky.cz,context,Desktop,Windows,Žena,Neznámý,Olomoucký kraj,643,1,0,0.0,2.19
2026-08-14,Baráky.cz,context,Desktop,Windows,Žena,Neznámý,Zlínský kraj,2305,1,0,0.0,7.86
2026-08-14,Baráky.cz,context,Desktop,Windows,Žena,Neznámý,Moravskoslezský kraj,5354,0,0,0.0,18.26
2026-08-14,Blogeria.cz,context,Desktop,macOS,Muž,Neznámý,Hlavní město Praha,242,1,0,0.0,4.67
2026-08-14,Blogeria.cz,context,Desktop,macOS,Muž,Neznámý,Středočeský kraj,81,1,0,0.0,1.56
2026-08-14,Blogeria.cz,context,Desktop,macOS,Muž,Neznámý,Jihočeský kraj,802,3,0,0.0,15.49
2026-08-14,Blogeria.cz,context,Desktop,macOS,Muž,Neznámý,Plzeňský kraj,241,1,0,0.0,4.65
2026-08-14,Blogeria.cz,context,Desktop,macOS,Muž,Neznámý,Karlovarský kraj,233,1,0,0.0,4.5
2026-08-14,Blogeria.cz,context,Desktop,macOS,Muž,Neznámý,Ústecký kraj,73,0,0,0.0,1.41
2026-08-14,Blogeria.cz,context,Desktop,macOS,Muž,Neznámý,Liberecký kraj,115,0,0,0.0,2.22
2026-08-14,Blogeria.cz,context,Desktop,macOS,Muž,Neznámý,Královéhradecký kraj,206,0,0,0.0,3.98
2026-08-14,Blogeria.cz,context,Desktop,macOS,Muž,Neznámý,Pardubický kraj,690,3,0,0.0,13.33
2026-08-14,Blogeria.cz,context,Desktop,macOS,Muž,Neznámý,Kraj Vysočina,736,3,0,0.0,14.22
2026-08-14,Blogeria.cz,context,Desktop,macOS,Muž,Neznámý,Jihomoravský kraj,25,0,0,0.0,0.48
2026-08-14,Blogeria.cz,context,Desktop,macOS,Muž,Neznámý,Olomoucký kraj,11,0,0,0.0,0.21
2026-08-14,Blogeria.cz,context,Desktop,macOS,Muž,Neznámý,Zlínský kraj,856,2,0,0.0,16.53
2026-08-14,Blogeria.cz,context,Desktop,macOS,Muž,Neznámý,Moravskoslezský kraj,538,1,0,0.0,10.39
2026-08-14,Blogeria.cz,context,SmartPhone,,Neznámý,40 - 59,Hlavní město Praha,1,0,0,0.0,0.0
2026-08-14,Blogeria.cz,context,SmartPhone,,Neznámý,40 - 59,Středočeský kraj,1,0,0,0.0,0.0
2026-08-14,Blogeria.cz,context,SmartPhone,,Neznámý,40 - 59,Jihočeský kraj,1,0,0,0.0,0.0
2026-08-14,Blogeria.cz,context,SmartPhone,,Neznámý,40 - 59,Plzeňský kraj,1,0,0,0.0,0.0
2026-08-14,Blogeria.cz,context,SmartPhone,,Neznámý,40 - 59,Karlovarský kraj,1,0,0,0.0,0.0
2026-08-14,Blogeria.cz,context,SmartPhone,,Neznámý,40 - 59,Ústecký kraj,1,0,0,0.0,0.0
2026-08-14,Blogeria.cz,context,SmartPhone,,Neznámý,40 - 59,Liberecký kraj,1,0,0,0.0,0.0
2026-08-14,Blogeria.cz,context,SmartPhone,,Neznámý,40 - 59,Královéhradecký kraj,1,0,0,0.0,0.0
2026-08-14,Blogeria.cz,context,SmartPhone,,Neznámý,40 - 59,Pardubický kraj,1,0,0,0.0,0.0
2026-08-14,Blogeria.cz,context,SmartPhone,,Neznámý,40 - 59,Kraj Vysočina,1,0,0,0.0,0.0
2026-08-14,Blogeria.cz,context,SmartPhone,,Neznámý,40 - 59,Jihomoravský kraj,1,0,0,0.0,0.0
2026-08-14,Blogeria.cz,context,SmartPhone,,Neznámý,40 - 59,Olomoucký kraj,1,0,0,0.0,0.0
2026-08-14,Blogeria.cz,context,SmartPhone,,Neznámý,40 - 59,Zlínský kraj,1,0,0,0.0,0.0
2026-08-14,Blogeria.cz,context,SmartPhone,,Neznámý,40 - 59,Moravskoslezský kraj,1,0,0,0.0,0.0
2026-08-14,Drbárna.cz,context,MediaHub,Android,Muž,Neznámý,Hlavní město Praha,1,0,0,0.0,0.0
2026-08-14,Drbárna.cz,context,MediaHub,Android,Muž,Neznámý,Středočeský kraj,1,0,0,0.0,0.0
2026-08-14,Drbárna.cz,context,MediaHub,Android,Muž,Neznámý,Jihočeský kraj,1,0,0,0.0,0.0
2026-08-14,Drbárna.cz,context,MediaHub,Android,Muž,Neznámý,Plzeňský kraj,1,0,0,0.0,0.0
2026-08-14,Drbárna.cz,context,MediaHub,Android,Muž,Neznámý,Karlovarský kraj,1,0,0,0.0,0.0
2026-08-14,Drbárna.cz,context,MediaHub,Android,Muž,Neznámý,Ústecký kraj,1,0,0,0.0,0.0
2026-08-14,Drbárna.cz,context,MediaHub,Android,Muž,Neznámý,Liberecký kraj,1,0,0,0.0,0.0
2026-08-14,Drbárna.cz,context,MediaHub,Android,Muž,Neznámý,Královéhradecký kraj,1,0,0,0.0,0.0
2026-08-14,Drbárna.cz,context,MediaHub,Android,Muž,Neznámý,Pardubický kraj,1,0,0,0.0,0.0
2026-08-14,Drbárna.cz,context,MediaHub,Android,Muž,Neznámý,Kraj Vysočina,1,0,0,0.0,0.0
2026-08-14,Drbárna.cz,context,MediaHub,Android,Muž,Neznámý,Jihomoravský kraj,1,0,0,0.0,0.0
2026-08-14,Drbárna.cz,context,MediaHub,Android,Muž,Neznámý,Olomoucký kraj,1,0,0,0.0,0.0
2026-08-14,Drbárna.cz,context,MediaHub,Android,Muž,Neznámý,Zlínský kraj,1,0,0,0.0,0.0
2026-08-14,Drbárna.cz,context,MediaHub,Android,Muž,Neznámý,Moravskoslezský kraj,1,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Desktop,Windows,Muž,18 - 24,Hlavní město Praha,10500,38,1,77.57,212.22
2026-08-14,Kliknito.cz,context,Desktop,Windows,Muž,18 - 24,Středočeský kraj,1369,3,1,77.57,27.67
2026-08-14,Kliknito.cz,context,Desktop,Windows,Muž,18 - 24,Jihočeský kraj,603,2,0,0.0,12.19
2026-08-14,Kliknito.cz,context,Desktop,Windows,Muž,18 - 24,Plzeňský kraj,3985,18,1,77.57,80.54
2026-08-14,Kliknito.cz,context,Desktop,Windows,Muž,18 - 24,Karlovarský kraj,3805,12,3,232.72,76.91
2026-08-14,Kliknito.cz,context,Desktop,Windows,Muž,18 - 24,Ústecký kraj,2154,9,1,77.57,43.54
2026-08-14,Kliknito.cz,context,Desktop,Windows,Muž,18 - 24,Liberecký kraj,945,3,0,0.0,19.1
2026-08-14,Kliknito.cz,context,Desktop,Windows,Muž,18 - 24,Královéhradecký kraj,1192,3,0,0.0,24.09
2026-08-14,Kliknito.cz,context,Desktop,Windows,Muž,18 - 24,Pardubický kraj,1627,7,1,77.57,32.88
2026-08-14,Kliknito.cz,context,Desktop,Windows,Muž,18 - 24,Kraj Vysočina,9237,41,6,465.45,186.7
2026-08-14,Kliknito.cz,context,Desktop,Windows,Muž,18 - 24,Jihomoravský kraj,2578,11,2,155.15,52.11
2026-08-14,Kliknito.cz,context,Desktop,Windows,Muž,18 - 24,Olomoucký kraj,6264,28,2,155.15,126.61
2026-08-14,Kliknito.cz,context,Desktop,Windows,Muž,18 - 24,Zlínský kraj,16686,52,1,77.57,337.26
2026-08-14,Kliknito.cz,context,Desktop,Windows,Muž,18 - 24,Moravskoslezský kraj,7002,32,3,232.72,141.52
2026-08-14,Kliknito.cz,context,SmartPhone,Android,Neznámý,Neznámý,Hlavní město Praha,19726,80,0,0.0,292.96
2026-08-14,Kliknito.cz,context,SmartPhone,Android,Neznámý,Neznámý,Středočeský kraj,21352,96,0,0.0,317.11
2026-08-14,Kliknito.cz,context,SmartPhone,Android,Neznámý,Neznámý,Jihočeský kraj,26073,113,0,0.0,387.22
2026-08-14,Kliknito.cz,context,SmartPhone,Android,Neznámý,Neznámý,Plzeňský kraj,41228,154,0,0.0,612.29
2026-08-14,Kliknito.cz,context,SmartPhone,Android,Neznámý,Neznámý,Karlovarský kraj,26724,122,0,0.0,396.89
2026-08-14,Kliknito.cz,context,SmartPhone,Android,Neznámý,Neznámý,Ústecký kraj,27970,114,0,0.0,415.39
2026-08-14,Kliknito.cz,context,SmartPhone,Android,Neznámý,Neznámý,Liberecký kraj,5452,21,0,0.0,80.97
2026-08-14,Kliknito.cz,context,SmartPhone,Android,Neznámý,Neznámý,Královéhradecký kraj,8493,37,0,0.0,126.13
2026-08-14,Kliknito.cz,context,SmartPhone,Android,Neznámý,Neznámý,Pardubický kraj,67746,295,2,4.34,1006.12
2026-08-14,Kliknito.cz,context,SmartPhone,Android,Neznámý,Neznámý,Kraj Vysočina,20288,78,0,0.0,301.3
2026-08-14,Kliknito.cz,context,SmartPhone,Android,Neznámý,Neznámý,Jihomoravský kraj,32572,120,0,0.0,483.74
2026-08-14,Kliknito.cz,context,SmartPhone,Android,Neznámý,Neznámý,Olomoucký kraj,9155,37,0,0.0,135.96
2026-08-14,Kliknito.cz,context,SmartPhone,Android,Neznámý,Neznámý,Zlínský kraj,1128,5,0,0.0,16.75
2026-08-14,Kliknito.cz,context,SmartPhone,Android,Neznámý,Neznámý,Moravskoslezský kraj,1771,7,0,0.0,26.3
2026-08-14,Kliknito.cz,context,Tv,Tizen,Muž,Neznámý,Hlavní město Praha,3,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Tv,Tizen,Muž,Neznámý,Středočeský kraj,2,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Tv,Tizen,Muž,Neznámý,Jihočeský kraj,9,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Tv,Tizen,Muž,Neznámý,Plzeňský kraj,4,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Tv,Tizen,Muž,Neznámý,Karlovarský kraj,8,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Tv,Tizen,Muž,Neznámý,Ústecký kraj,1,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Tv,Tizen,Muž,Neznámý,Liberecký kraj,4,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Tv,Tizen,Muž,Neznámý,Královéhradecký kraj,1,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Tv,Tizen,Muž,Neznámý,Pardubický kraj,4,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Tv,Tizen,Muž,Neznámý,Kraj Vysočina,4,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Tv,Tizen,Muž,Neznámý,Jihomoravský kraj,2,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Tv,Tizen,Muž,Neznámý,Olomoucký kraj,3,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Tv,Tizen,Muž,Neznámý,Zlínský kraj,2,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Tv,Tizen,Muž,Neznámý,Moravskoslezský kraj,1,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Desktop,macOS,Žena,25 - 39,Hlavní město Praha,8312,12,2,129.17,101.81
2026-08-14,Kliknito.cz,context,Desktop,macOS,Žena,25 - 39,Středočeský kraj,242,0,0,0.0,2.96
2026-08-14,Kliknito.cz,context,Desktop,macOS,Žena,25 - 39,Jihočeský kraj,1971,5,0,0.0,24.14
2026-08-14,Kliknito.cz,context,Desktop,macOS,Žena,25 - 39,Plzeňský kraj,920,1,1,64.59,11.27
2026-08-14,Kliknito.cz,context,Desktop,macOS,Žena,25 - 39,Karlovarský kraj,4477,7,1,64.59,54.84
2026-08-14,Kliknito.cz,context,Desktop,macOS,Žena,25 - 39,Ústecký kraj,12449,13,0,0.0,152.49
2026-08-14,Kliknito.cz,context,Desktop,macOS,Žena,25 - 39,Liberecký kraj,3293,10,1,64.59,40.34
2026-08-14,Kliknito.cz,context,Desktop,macOS,Žena,25 - 39,Královéhradecký kraj,661,1,0,0.0,8.1
2026-08-14,Kliknito.cz,context,Desktop,macOS,Žena,25 - 39,Pardubický kraj,2705,3,0,0.0,33.13
2026-08-14,Kliknito.cz,context,Desktop,macOS,Žena,25 - 39,Kraj Vysočina,4636,10,0,0.0,56.79
2026-08-14,Kliknito.cz,context,Desktop,macOS,Žena,25 - 39,Jihomoravský kraj,3519,4,0,0.0,43.1
2026-08-14,Kliknito.cz,context,Desktop,macOS,Žena,25 - 39,Olomoucký kraj,4689,8,1,64.59,57.44
2026-08-14,Kliknito.cz,context,Desktop,macOS,Žena,25 - 39,Zlínský kraj,501,0,0,0.0,6.14
2026-08-14,Kliknito.cz,context,Desktop,macOS,Žena,25 - 39,Moravskoslezský kraj,6502,10,1,64.59,79.64
2026-08-14,Kliknito.cz,context,Desktop,Windows,Neznámý,60+,Hlavní město Praha,6,0,0,0.0,0.01
2026-08-14,Kliknito.cz,context,Desktop,Windows,Neznámý,60+,Středočeský kraj,4,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Desktop,Windows,Neznámý,60+,Jihočeský kraj,4,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Desktop,Windows,Neznámý,60+,Plzeňský kraj,10,0,0,0.0,0.01
2026-08-14,Kliknito.cz,context,Desktop,Windows,Neznámý,60+,Karlovarský kraj,14,0,0,0.0,0.02
2026-08-14,Kliknito.cz,context,Desktop,Windows,Neznámý,60+,Ústecký kraj,19,0,0,0.0,0.02
2026-08-14,Kliknito.cz,context,Desktop,Windows,Neznámý,60+,Liberecký kraj,13,0,0,0.0,0.02
2026-08-14,Kliknito.cz,context,Desktop,Windows,Neznámý,60+,Královéhradecký kraj,1,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Desktop,Windows,Neznámý,60+,Pardubický kraj,4,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Desktop,Windows,Neznámý,60+,Kraj Vysočina,12,0,0,0.0,0.01
2026-08-14,Kliknito.cz,context,Desktop,Windows,Neznámý,60+,Jihomoravský kraj,4,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Desktop,Windows,Neznámý,60+,Olomoucký kraj,2,0,0,0.0,0.0
2026-08-14,Kliknito.cz,context,Desktop,Windows,Neznámý,60+,Zlínský kraj,56,0,0,0.0,0.07
2026-08-14,Kliknito.cz,context,Desktop,Windows,Neznámý,60+,Moravskoslezský kraj,5,0,0,0.0,0.01
2026-08-14,Kopačka.cz,context,Console,Windows,Žena,60+,Hlavní město Praha,1,0,0,0.0,0.0
2026-08-14,Kopačka.cz,context,Console,Windows,Žena,60+,Středočeský kraj,1,0,0,0.0,0.0
2026-08-14,Kopačka.cz,context,Console,Windows,Žena,60+,Jihočeský kraj,1,0,0,0.0,0.0
2026-08-14,Kopačka.cz,context,Console,Windows,Žena,60+,Plzeňský kraj,1,0,0,0.0,0.0
2026-08-14,Kopačka.cz,context,Console,Windows,Žena,60+,Karlovarský kraj,1,0,0,0.0,0.0
2026-08-14,Kopačka.cz,context,Console,Windows,Žena,60+,Ústecký kraj,1,0,0,0.0,0.0
2026-08-14,Kopačka.cz,context,Console,Windows,Žena,60+,Liberecký kraj,1,0,0,0.0,0.0
2026-08-14,Kopačka.cz,context,Console,Windows,Žena,60+,Královéhradecký kraj,1,0,0,0.0,0.0
2026-08-14,Kopačka.cz,context,Console,Windows,Žena,60+,Pardubický kraj,1,0,0,0.0,0.0
2026-08-14,Kopačka.cz,context,Console,Windows,Žena,60+,Kraj Vysočina,1,0,0,0.0,0.0
2026-08-14,Kopačka.cz,context,Console,Windows,Žena,60+,Jihomoravský kraj,1,0,0,0.0,0.0
2026-08-14,Kopačka.cz,context,Console,Windows,Žena,60+,Olomoucký kraj,1,0,0,0.0,0.0
2026-08-14,Kopačka.cz,context,Console,Windows,Žena,60+,Zlínský kraj,1,0,0,0.0,0.0
2026-08-14,Kopačka.cz,context,Console,Windows,Žena,60+,Moravskoslezský kraj,1,0,0,0.0,0.0
2026-08-14,Kámoši.net,context,Tv,,Neznámý,Neznámý,Hlavní město Praha,1,0,0,0.0,0.0
2026-08-14,Kámoši.net,context,Tv,,Neznámý,Neznámý,Středočeský kraj,1,0,0,0.0,0.0
2026-08-14,Kámoši.net,context,Tv,,Neznámý,Neznámý,Jihočeský kraj,1,0,0,0.0,0.0
2026-08-14,Kámoši.net,context,Tv,,Neznámý,Neznámý,Plzeňský kraj,1,0,0,0.0,0.0
2026-08-14,Kámoši.net,context,Tv,,Neznámý,Neznámý,Karlovarský kraj,1,0,0,0.0,0.0
2026-08-14,Kámoši.net,context,Tv,,Neznámý,Neznámý,Ústecký kraj,1,0,0,0.0,0.0
2026-08-14,Kámoši.net,context,Tv,,Neznámý,Neznámý,Liberecký kraj,1,0,0,0.0,0.0
2026-08-14,Kámoši.net,context,Tv,,Neznámý,Neznámý,Královéhradecký kraj,1,0,0,0.0,0.0
2026-08-14,Kámoši.net,context,Tv,,Neznámý,Neznámý,Pardubický kraj,1,0,0,0.0,0.0
2026-08-14,Kámoši.net,context,Tv,,Neznámý,Neznámý,Kraj Vysočina,1,0,0,0.0,0.0
2026-08-14,Kámoši.net,context,Tv,,Neznámý,Neznámý,Jihomoravský kraj,1,0,0,0.0,0.0
2026-08-14,Kámoši.net,context,Tv,,Neznámý,Neznámý,Olomoucký kraj,1,0,0,0.0,0.0
2026-08-14,Kámoši.net,context,Tv,,Neznámý,Neznámý,Zlínský kraj,1,0,0,0.0,0.0
2026-08-14,Kámoši.net,context,Tv,,Neznámý,Neznámý,Moravskoslezský kraj,1,0,0,0.0,0.0
2026-08-14,Pozdní Zprávy,context,Tablet,macOS,Neznámý,Neznámý,Hlavní město Praha,1,0,0,0.0,0.0
2026-08-14,Pozdní Zprávy,context,Tablet,macOS,Neznámý,Neznámý,Středočeský kraj,1,0,0,0.0,0.0
2026-08-14,Pozdní Zprávy,context,Tablet,macOS,Neznámý,Neznámý,Jihočeský kraj,1,0,0,0.0,0.0
2026-08-14,Pozdní Zprávy,context,Tablet,macOS,Neznámý,Neznámý,Plzeňský kraj,1,0,0,0.0,0.0
2026-08-14,Pozdní Zprávy,context,Tablet,macOS,Neznámý,Neznámý,Karlovarský kraj,1,0,0,0.0,0.0
